Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;0;0
0;Grundnutzen;2;1;-1.66277281
0;Grundnutzen;3;2;-3.609797156
0;Grundnutzen;4;3;-5.24718876
0;Grundnutzen;5;4;-7.514257333
0;Grundnutzen;6;5;-10.31506536
0;Grundnutzen;7;6;-9.0498475
1;beruf_vollzeit;1;0;0
1;beruf_vollzeit;2;1;-0.159123262
1;beruf_vollzeit;3;2;-0.3968763
1;beruf_vollzeit;4;3;-0.814685131
1;beruf_vollzeit;5;4;-0.907136578
1;beruf_vollzeit;6;5;0.1369760683
1;beruf_vollzeit;7;6;2.1860592475
2;beruf_teilzeit;1;0;0
2;beruf_teilzeit;2;1;0.1971390353
2;beruf_teilzeit;3;2;0.4378162417
2;beruf_teilzeit;4;3;0.5606165699
2;beruf_teilzeit;5;4;0.57465726
2;beruf_teilzeit;6;5;2.2739722376
2;beruf_teilzeit;7;6;3.4056338146
3;0;1;0;0
3;0;2;1;0
3;0;3;2;0
3;0;4;3;0
3;0;5;4;0
3;0;6;5;0
3;0;7;6;0
4;0;1;0;0
4;0;2;1;0
4;0;3;2;0
4;0;4;3;0
4;0;5;4;0
4;0;6;5;0
4;0;7;6;0
5;0;1;0;0
5;0;2;1;0
5;0;3;2;0
5;0;4;3;0
5;0;5;4;0
5;0;6;5;0
5;0;7;6;0
6;haupttour_work;1;0;0
6;haupttour_work;2;1;0.9294760143
6;haupttour_work;3;2;0.9884075457
6;haupttour_work;4;3;0.8494669216
6;haupttour_work;5;4;0.3190883568
6;haupttour_work;6;5;1.7480185809
6;haupttour_work;7;6;-1.352006921
7;haupttour_education;1;0;0
7;haupttour_education;2;1;1.5182842372
7;haupttour_education;3;2;1.5870909381
7;haupttour_education;4;3;1.0569934714
7;haupttour_education;5;4;1.2668947203
7;haupttour_education;6;5;2.6119922426
7;haupttour_education;7;6;-10.32176524
8;haupttour_shopping;1;0;0
8;haupttour_shopping;2;1;0.3156615317
8;haupttour_shopping;3;2;0.2174519689
8;haupttour_shopping;4;3;0.1697729516
8;haupttour_shopping;5;4;-0.013204228
8;haupttour_shopping;6;5;1.1889747989
8;haupttour_shopping;7;6;-10.55386607
9;0;1;0;0
9;0;2;1;0
9;0;3;2;0
9;0;4;3;0
9;0;5;4;0
9;0;6;5;0
9;0;7;6;0
10;tag_fr;1;0;0
10;tag_fr;2;1;0.173234178
10;tag_fr;3;2;0.3991398026
10;tag_fr;4;3;0.4492744982
10;tag_fr;5;4;0.4502153093
10;tag_fr;6;5;0.7243592447
10;tag_fr;7;6;0.9939222889
11;tag_sa;1;0;0
11;tag_sa;2;1;-0.184851422
