Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;0
0;Grundnutzen;2;2;0.0642574159
0;Grundnutzen;3;3;1.4593398199
0;Grundnutzen;4;4;-8.712854062
0;Grundnutzen;5;5;-7.636581537
0;Grundnutzen;6;6;1.5019201427
0;Grundnutzen;7;7;-7.478441063
0;Grundnutzen;8;8;11.114621164
0;Grundnutzen;9;9;12.322479651
0;Grundnutzen;10;10;16.176997444
0;Grundnutzen;11;11;16.317503471
0;Grundnutzen;12;12;16.580790455
0;Grundnutzen;13;13;17.129272569
0;Grundnutzen;14;14;17.969889406
0;Grundnutzen;15;15;16.801109656
0;Grundnutzen;16;16;15.469374217
1;0;1;1;0
1;0;2;2;0
1;0;3;3;0
1;0;4;4;0
1;0;5;5;0
1;0;6;6;0
1;0;7;7;0
1;0;8;8;0
1;0;9;9;0
1;0;10;10;0
1;0;11;11;0
1;0;12;12;0
1;0;13;13;0
1;0;14;14;0
1;0;15;15;0
1;0;16;16;0
2;0;1;1;0
2;0;2;2;0
2;0;3;3;0
2;0;4;4;0
2;0;5;5;0
2;0;6;6;0
2;0;7;7;0
2;0;8;8;0
2;0;9;9;0
2;0;10;10;0
2;0;11;11;0
2;0;12;12;0
2;0;13;13;0
2;0;14;14;0
2;0;15;15;0
2;0;16;16;0
3;beruf_schueler;1;1;0
3;beruf_schueler;2;2;0.0212927493
3;beruf_schueler;3;3;-0.805434315
3;beruf_schueler;4;4;-0.504782678
3;beruf_schueler;5;5;-0.703196718
3;beruf_schueler;6;6;-1.458711171
3;beruf_schueler;7;7;-1.027381028
3;beruf_schueler;8;8;-0.856919748
3;beruf_schueler;9;9;-0.524893009
3;beruf_schueler;10;10;-0.412193154
3;beruf_schueler;11;11;-0.204885446
3;beruf_schueler;12;12;-0.08811913
3;beruf_schueler;13;13;-0.186419855
3;beruf_schueler;14;14;0.0517943516
3;beruf_schueler;15;15;0.7852111561
3;beruf_schueler;16;16;1.1165602085
