Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;0;0
0;Grundnutzen;2;1;-0.834611407
0;Grundnutzen;3;2;-2.252348682
0;Grundnutzen;4;3;-4.115681086
0;Grundnutzen;5;4;-6.482481549
0;Grundnutzen;6;5;-7.757548441
0;Grundnutzen;7;6;-8.839436304
1;beruf_vollzeit;1;0;0
1;beruf_vollzeit;2;1;-0.446337193
1;beruf_vollzeit;3;2;-0.57758678
1;beruf_vollzeit;4;3;-0.795498086
1;beruf_vollzeit;5;4;-0.780221372
1;beruf_vollzeit;6;5;-1.058033159
1;beruf_vollzeit;7;6;-1.368329336
2;beruf_teilzeit;1;0;0
2;beruf_teilzeit;2;1;0.1088471202
2;beruf_teilzeit;3;2;0.2191742367
2;beruf_teilzeit;4;3;0.1292382237
2;beruf_teilzeit;5;4;0.4965284129
2;beruf_teilzeit;6;5;-0.041815178
2;beruf_teilzeit;7;6;-0.333318785
3;0;1;0;0
3;0;2;1;0
3;0;3;2;0
3;0;4;3;0
3;0;5;4;0
3;0;6;5;0
3;0;7;6;0
4;beruf_schueler;1;0;0
4;beruf_schueler;2;1;-0.186038827
4;beruf_schueler;3;2;-0.285683978
4;beruf_schueler;4;3;-0.374217433
4;beruf_schueler;5;4;-0.245971181
4;beruf_schueler;6;5;-9.881221672
4;beruf_schueler;7;6;-10.58236231
5;0;1;0;0
5;0;2;1;0
5;0;3;2;0
5;0;4;3;0
5;0;5;4;0
5;0;6;5;0
5;0;7;6;0
6;haupttour_work;1;0;0
6;haupttour_work;2;1;-1.576411915
6;haupttour_work;3;2;-2.27289511
6;haupttour_work;4;3;-2.699094408
6;haupttour_work;5;4;-2.85273362
6;haupttour_work;6;5;-3.521481245
6;haupttour_work;7;6;-1.509965369
7;haupttour_education;1;0;0
7;haupttour_education;2;1;-2.379212953
7;haupttour_education;3;2;-3.010843032
7;haupttour_education;4;3;-4.304437699
7;haupttour_education;5;4;-2.270466806
7;haupttour_education;6;5;-11.02112389
7;haupttour_education;7;6;-10.59448013
8;haupttour_shopping;1;0;0
8;haupttour_shopping;2;1;-0.948895834
8;haupttour_shopping;3;2;-1.531321326
8;haupttour_shopping;4;3;-1.94322298
8;haupttour_shopping;5;4;-1.897614064
8;haupttour_shopping;6;5;-2.841829485
8;haupttour_shopping;7;6;-1.41764931
9;0;1;0;0
9;0;2;1;0
9;0;3;2;0
9;0;4;3;0
9;0;5;4;0
9;0;6;5;0
9;0;7;6;0
10;0;1;0;0
10;0;2;1;0
10;0;3;2;0
10;0;4;3;0
10;0;5;4;0
10;0;6;5;0
10;0;7;6;0
11;tag_sa;1;0;0
11;tag_sa;2;1;0.1371316846
11;tag_sa;3;2;-0.083169914
11;tag_sa;4;3;-0.283305274
11;tag_sa;5;4;-0.279601064
11;tag_sa;6;5;-0.282723628
11;tag_sa;7;6;-0.4128513
12;tag_so;1;0;0
12;tag_so;2;1;-0.785315022
12;tag_so;3;2;-1.675136621
12;tag_so;4;3;-2.253730258
12;tag_so;5;4;-3.025333082
12;tag_so;6;5;-3.096219291
12;tag_so;7;6;-0.861336469
13;male;1;0;0
13;male;2;1;0.1826549471
13;male;3;2;0.3608686811
13;male;4;3;0.4430728663
13;male;5;4;0.5866118677
13;male;6;5;0.3998104065
13;male;7;6;0.1653606292
14;0;1;0;0
14;0;2;1;0
14;0;3;2;0
14;0;4;3;0
14;0;5;4;0
14;0;6;5;0
14;0;7;6;0
15;alter_10bis17;1;0;0
15;alter_10bis17;2;1;-0.716132918
15;alter_10bis17;3;2;-0.833911984
15;alter_10bis17;4;3;-0.423991334
15;alter_10bis17;5;4;-0.911105214
15;alter_10bis17;6;5;-6.423776971
15;alter_10bis17;7;6;-7.6009658
16;0;1;0;0
16;0;2;1;0
16;0;3;2;0
16;0;4;3;0
16;0;5;4;0
16;0;6;5;0
16;0;7;6;0
17;alter_26bis35;1;0;0
17;alter_26bis35;2;1;0.2439490632
17;alter_26bis35;3;2;0.8059095989
17;alter_26bis35;4;3;1.5839236049
17;alter_26bis35;5;4;2.1138159728
17;alter_26bis35;6;5;2.9904663915
17;alter_26bis35;7;6;2.2234414897
18;alter_36bis50;1;0;0
18;alter_36bis50;2;1;0.3029810825
18;alter_36bis50;3;2;0.7579496755
18;alter_36bis50;4;3;1.7025497864
18;alter_36bis50;5;4;2.4351381889
18;alter_36bis50;6;5;2.9452667733
18;alter_36bis50;7;6;1.1296270245
19;alter_51bis60;1;0;0
19;alter_51bis60;2;1;0.2277585259
19;alter_51bis60;3;2;0.4695072391
19;alter_51bis60;4;3;0.9851243661
19;alter_51bis60;5;4;1.5211685891
19;alter_51bis60;6;5;1.9792648111
19;alter_51bis60;7;6;1.7244666937
20;alter_61bis70;1;0;0
20;alter_61bis70;2;1;0.1538066423
20;alter_61bis70;3;2;0.3403181854
20;alter_61bis70;4;3;0.6012631652
20;alter_61bis70;5;4;1.1344796254
20;alter_61bis70;6;5;0.6303169126
20;alter_61bis70;7;6;-11.61545917
21;0;1;0;0
21;0;2;1;0
21;0;3;2;0
21;0;4;3;0
21;0;5;4;0
21;0;6;5;0
21;0;7;6;0
22;Raumtyp_mobitopp_conurbation;1;0;0
22;Raumtyp_mobitopp_conurbation;2;1;-0.047784097
22;Raumtyp_mobitopp_conurbation;3;2;-0.162933641
22;Raumtyp_mobitopp_conurbation;4;3;-0.234660147
22;Raumtyp_mobitopp_conurbation;5;4;-0.105679914
22;Raumtyp_mobitopp_conurbation;6;5;-0.283331079
22;Raumtyp_mobitopp_conurbation;7;6;0.4660063227
23;Raumtyp_mobitopp_rural;1;0;0
23;Raumtyp_mobitopp_rural;2;1;-0.182420761
23;Raumtyp_mobitopp_rural;3;2;-0.253734513
23;Raumtyp_mobitopp_rural;4;3;-0.187070292
23;Raumtyp_mobitopp_rural;5;4;-0.958506465
23;Raumtyp_mobitopp_rural;6;5;-10.85759662
23;Raumtyp_mobitopp_rural;7;6;-11.1123719
24;0;2;1;0
24;0;3;2;0
24;0;4;3;0
24;0;5;4;0
24;0;6;5;0
24;0;7;6;0
25;0;2;1;0
25;0;3;2;0
25;0;4;3;0
25;0;5;4;0
25;0;6;5;0
25;0;7;6;0
26;0;2;1;0
26;0;3;2;0
26;0;4;3;0
26;0;5;4;0
