Slot;Anzahl
720;1
721;0
722;0
723;0
724;0
725;0
726;0
727;0
728;0
729;0
730;0
731;0
732;0
733;0
734;0
735;1
736;0
737;0
738;0
739;0
740;2
741;0
742;1
743;0
744;0
745;1
746;0
747;0
748;0
749;0
750;3
751;1
752;0
753;0
754;0
755;1
756;0
757;0
758;0
759;0
760;0
761;0
762;0
763;0
764;0
765;2
766;0
767;0
768;0
769;0
770;2
771;1
772;0
773;0
774;0
775;1
776;0
777;0
778;0
779;0
780;1
781;0
782;0
783;0
784;0
785;0
786;0
787;0
788;0
789;0
790;2
791;0
792;0
793;0
794;1
795;1
796;0
797;0
798;0
799;1
800;0
801;0
802;0
803;0
804;0
805;0
806;0
807;0
808;0
809;0
810;3
811;0
812;0
813;0
814;0
815;0
816;0
817;0
818;0
819;0
820;0
821;0
822;0
823;0
824;0
825;0
826;0
827;0
828;0
829;0
830;1
831;0
832;0
833;0
834;0
835;0
836;0
837;0
838;0
839;0
840;1
841;0
842;0
843;0
844;0
845;1
846;0
847;0
848;0
849;0
850;1
851;0
852;0
853;0
854;0
855;1
856;0
857;0
858;0
859;0
860;0
861;2
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;1
870;0
871;0
872;0
873;0
874;0
875;1
876;0
877;0
878;0
879;0
880;0
881;1
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;0
892;0
893;0
894;0
895;1
896;0
897;0
898;0
899;0
900;0
901;0
902;0
903;0
904;0
905;0
906;0
907;0
908;0
909;1
910;3
911;0
912;0
913;0
914;0
915;0
916;0
917;0
918;0
919;0
920;0
921;0
922;0
923;0
924;0
925;1
926;0
927;0
928;0
929;0
930;4
931;0
932;1
933;0
934;0
935;0
936;0
937;0
938;0
939;0
940;1
941;0
942;0
943;0
944;1
945;0
946;0
947;0
948;0
949;1
950;0
951;0
952;0
953;0
954;0
955;0
956;0
957;0
958;0
959;0
960;3
961;0
962;0
963;0
964;0
965;1
966;0
967;1
968;0
969;0
970;2
971;0
972;0
973;0
974;0
975;0
976;0
977;0
978;0
979;0
980;0
981;0
982;3
983;0
984;0
985;0
986;0
987;0
988;0
989;0
990;0
991;0
992;0
993;0
994;0
995;0
996;0
997;0
998;0
999;0
1000;1
1001;0
1002;0
1003;0
1004;0
1005;4
1006;0
1007;0
1008;0
1009;0
1010;1
1011;0
1012;0
1013;0
1014;0
1015;0
1016;0
1017;0
1018;0
1019;0
1020;2
1021;0
1022;0
1023;0
1024;0
1025;0
1026;0
1027;0
1028;0
1029;0
1030;0
1031;0
1032;0
1033;0
1034;0
1035;0
1036;0
1037;0
1038;0
1039;0
1040;1
1041;0
1042;0
1043;0
1044;0
1045;0
1046;0
1047;0
1048;0
1049;0
1050;3
1051;0
1052;0
1053;0
1054;0
1055;2
1056;0
1057;0
1058;0
1059;0
1060;0
1061;0
1062;0
1063;0
1064;0
1065;0
1066;0
1067;0
1068;0
1069;0
1070;0
1071;0
1072;0
1073;1
1074;0
1075;0
1076;0
1077;0
1078;0
1079;0
1080;1
1081;2
1082;0
1083;0
1084;0
1085;1
1086;0
1087;0
1088;0
1089;1
1090;3
1091;0
1092;0
1093;0
1094;0
1095;0
1096;0
1097;0
1098;0
1099;0
1100;0
1101;0
1102;0
1103;0
1104;0
1105;1
1106;0
1107;0
1108;0
1109;0
1110;2
1111;0
1112;0
1113;0
1114;0
1115;0
1116;0
1117;0
1118;0
1119;0
1120;0
1121;0
1122;0
1123;0
1124;0
1125;1
1126;0
1127;0
1128;0
1129;0
1130;0
1131;0
1132;0
1133;0
1134;0
1135;0
1136;0
1137;0
1138;0
1139;0
1140;0
1141;0
1142;0
1143;0
1144;0
1145;1
1146;0
1147;0
1148;0
1149;0
1150;0
1151;0
1152;0
1153;0
1154;0
1155;0
1156;0
1157;0
1158;0
1159;0
1160;0
1161;0
1162;0
1163;0
1164;0
1165;0
1166;0
1167;0
1168;0
