Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
Grundnutzen;0;0
Grundnutzen;1;0.5965
Grundnutzen;2;0.2965
Grundnutzen;3;-0.7264
Grundnutzen;4;-2.0977
Grundnutzen;5;-4.0273
beruf_teilzeit;0;0
beruf_teilzeit;1;0.0125
beruf_teilzeit;2;0.2118
beruf_teilzeit;3;0.4485
beruf_teilzeit;4;0.4224
beruf_teilzeit;5;1.3065
haupttour_work;0;0
haupttour_work;1;0.9523
haupttour_work;2;1.0232
haupttour_work;3;0.8973
haupttour_work;4;0.4070
haupttour_work;5;0.5894
haupttour_education;0;0
haupttour_education;1;1.4898
haupttour_education;2;1.5641
haupttour_education;3;1.5606
haupttour_education;4;1.5087
haupttour_education;5;1.8820
haupttour_shopping;0;0
haupttour_shopping;1;0.4197
haupttour_shopping;2;0.4236
haupttour_shopping;3;0.4625
haupttour_shopping;4;0.3243
haupttour_shopping;5;-0.3294
tag_fr;0;0
tag_fr;1;0.2256
tag_fr;2;0.4965
tag_fr;3;0.5957
tag_fr;4;0.6612
tag_fr;5;1.0024
tag_sa;0;0
tag_sa;1;-0.2624
tag_sa;2;-0.5793
tag_sa;3;-1.3976
tag_sa;4;-0.8895
tag_sa;5;-0.2628
tag_so;0;0
tag_so;1;-0.6705
tag_so;2;-1.4483
tag_so;3;-2.7122
tag_so;4;-3.0352
tag_so;5;-10.1388
alter_26bis35;0;0
alter_26bis35;1;0.0486
alter_26bis35;2;0.1043
alter_26bis35;3;0.1816
alter_26bis35;4;-0.2719
alter_26bis35;5;0.1653
alter_36bis50;0;0
alter_36bis50;1;0.0826
alter_36bis50;2;0.2884
alter_36bis50;3;0.4766
alter_36bis50;4;0.4507
alter_36bis50;5;0.0207
alter_51bis60;0;0
alter_51bis60;1;0.0220
alter_51bis60;2;0.1153
alter_51bis60;3;0.0759
alter_51bis60;4;-0.0160
alter_51bis60;5;0.3069
Raumtyp_mobitopp_conurbation;0;0
Raumtyp_mobitopp_conurbation;1;-0.0159
Raumtyp_mobitopp_conurbation;2;-0.1563
Raumtyp_mobitopp_conurbation;3;-0.2811
Raumtyp_mobitopp_conurbation;4;-0.2479
Raumtyp_mobitopp_conurbation;5;-0.2919
Raumtyp_mobitopp_rural;0;0
Raumtyp_mobitopp_rural;1;-0.1070
Raumtyp_mobitopp_rural;2;-0.2573
Raumtyp_mobitopp_rural;3;-0.2472
Raumtyp_mobitopp_rural;4;-0.1820
Raumtyp_mobitopp_rural;5;0.8986
anztourenvorhaupttour;0;0
anztourenvorhaupttour;1;-1.0147
anztourenvorhaupttour;2;-1.5411
anztourenvorhaupttour;3;-1.7351
anztourenvorhaupttour;4;-1.7037
anztourenvorhaupttour;5;-1.5999
pendeln_ueber50km;0;0
pendeln_ueber50km;1;-0.0625
pendeln_ueber50km;2;-0.0746
pendeln_ueber50km;3;-0.2629
pendeln_ueber50km;4;0.9457
pendeln_ueber50km;5;1.1986
pendeln_0bis5km;0;0
pendeln_0bis5km;1;0.0767
pendeln_0bis5km;2;0.1502
pendeln_0bis5km;3;0.1962
pendeln_0bis5km;4;0.4218
pendeln_0bis5km;5;0.4235
mean_1tour;0;0
mean_1tour;1;-3.0095
mean_1tour;2;-5.9855
mean_1tour;3;-10.2536
mean_1tour;4;-17.0698
mean_1tour;5;-15.7735
mean_2touren;0;0
mean_2touren;1;-1.3334
mean_2touren;2;-2.5801
mean_2touren;3;-3.7669
mean_2touren;4;-4.8101
mean_2touren;5;-5.2518
tagvorher_0nachtouren;0;0
tagvorher_0nachtouren;1;-0.1755
tagvorher_0nachtouren;2;-0.3774
tagvorher_0nachtouren;3;-0.5707
tagvorher_0nachtouren;4;-0.3391
tagvorher_0nachtouren;5;-1.2323
tagvorher_1nachtour;0;0
tagvorher_1nachtour;1;-0.0342
tagvorher_1nachtour;2;-0.1568
tagvorher_1nachtour;3;-0.3307
tagvorher_1nachtour;4;-0.5284
tagvorher_1nachtour;5;-0.9627
