Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;0;0
0;Grundnutzen;2;1;-1.706545165
0;Grundnutzen;3;2;-3.695040559
0;Grundnutzen;4;3;-5.334254842
0;Grundnutzen;5;4;-7.658995685
0;Grundnutzen;6;5;-10.53916568
0;Grundnutzen;7;6;-8.98037939
1;beruf_vollzeit;1;0;0
1;beruf_vollzeit;2;1;-0.174344058
1;beruf_vollzeit;3;2;-0.420668139
1;beruf_vollzeit;4;3;-0.830505513
1;beruf_vollzeit;5;4;-0.993613618
1;beruf_vollzeit;6;5;0.0134778233
1;beruf_vollzeit;7;6;2.2471700056
2;beruf_teilzeit;1;0;0
2;beruf_teilzeit;2;1;0.1501867796
2;beruf_teilzeit;3;2;0.3578669772
2;beruf_teilzeit;4;3;0.4743944339
2;beruf_teilzeit;5;4;0.417856747
2;beruf_teilzeit;6;5;2.0798854375
2;beruf_teilzeit;7;6;3.5284588586
3;0;1;0;0
3;0;2;1;0
3;0;3;2;0
3;0;4;3;0
3;0;5;4;0
3;0;6;5;0
3;0;7;6;0
4;0;1;0;0
4;0;2;1;0
4;0;3;2;0
4;0;4;3;0
4;0;5;4;0
4;0;6;5;0
4;0;7;6;0
5;0;1;0;0
5;0;2;1;0
5;0;3;2;0
5;0;4;3;0
5;0;5;4;0
5;0;6;5;0
5;0;7;6;0
6;haupttour_work;1;0;0
6;haupttour_work;2;1;0.8922683375
6;haupttour_work;3;2;0.9205202877
6;haupttour_work;4;3;0.7722116927
6;haupttour_work;5;4;0.2096928769
6;haupttour_work;6;5;1.5900388205
6;haupttour_work;7;6;-1.253410842
7;haupttour_education;1;0;0
7;haupttour_education;2;1;1.4242293247
7;haupttour_education;3;2;1.428450544
7;haupttour_education;4;3;0.8748533042
7;haupttour_education;5;4;0.9954185389
7;haupttour_education;6;5;2.1941037858
7;haupttour_education;7;6;-9.874961036
8;haupttour_shopping;1;0;0
8;haupttour_shopping;2;1;0.3198726153
8;haupttour_shopping;3;2;0.2222423215
8;haupttour_shopping;4;3;0.1724390747
8;haupttour_shopping;5;4;-0.00774461
8;haupttour_shopping;6;5;1.1925816486
8;haupttour_shopping;7;6;-10.52751252
9;0;1;0;0
9;0;2;1;0
9;0;3;2;0
9;0;4;3;0
9;0;5;4;0
9;0;6;5;0
9;0;7;6;0
10;tag_fr;1;0;0
10;tag_fr;2;1;0.1725211423
10;tag_fr;3;2;0.3976454055
10;tag_fr;4;3;0.447175172
10;tag_fr;5;4;0.4470033171
10;tag_fr;6;5;0.7232408331
10;tag_fr;7;6;1.0119717745
11;tag_sa;1;0;0
11;tag_sa;2;1;-0.207532525
11;tag_sa;3;2;-0.424277471
11;tag_sa;4;3;-1.131171562
11;tag_sa;5;4;-0.58414047
11;tag_sa;6;5;-0.316048757
11;tag_sa;7;6;0.4089525376
12;tag_so;1;0;0
12;tag_so;2;1;-0.47053395
12;tag_so;3;2;-1.039874178
12;tag_so;4;3;-2.108626723
12;tag_so;5;4;-2.260152749
12;tag_so;6;5;-9.966407344
12;tag_so;7;6;-10.65463707
13;0;1;0;0
13;0;2;1;0
13;0;3;2;0
13;0;4;3;0
13;0;5;4;0
13;0;6;5;0
13;0;7;6;0
14;0;1;0;0
14;0;2;1;0
14;0;3;2;0
14;0;4;3;0
14;0;5;4;0
14;0;6;5;0
14;0;7;6;0
15;0;1;0;0
15;0;2;1;0
15;0;3;2;0
15;0;4;3;0
15;0;5;4;0
15;0;6;5;0
15;0;7;6;0
16;0;1;0;0
16;0;2;1;0
16;0;3;2;0
16;0;4;3;0
16;0;5;4;0
16;0;6;5;0
16;0;7;6;0
17;alter_26bis35;1;0;0
17;alter_26bis35;2;1;0.1587260235
17;alter_26bis35;3;2;0.4627596798
17;alter_26bis35;4;3;0.5056049119
17;alter_26bis35;5;4;0.7650312899
17;alter_26bis35;6;5;0.1431982886
17;alter_26bis35;7;6;-10.1817965
18;alter_36bis50;1;0;0
18;alter_36bis50;2;1;0.2725287239
18;alter_36bis50;3;2;0.81211725
18;alter_36bis50;4;3;1.0595292168
18;alter_36bis50;5;4;1.8205862255
18;alter_36bis50;6;5;0.1220765927
18;alter_36bis50;7;6;-0.503264568
19;alter_51bis60;1;0;0
19;alter_51bis60;2;1;0.0903080848
19;alter_51bis60;3;2;0.3857271489
19;alter_51bis60;4;3;0.2402900421
19;alter_51bis60;5;4;0.809602024
19;alter_51bis60;6;5;-0.655666607
19;alter_51bis60;7;6;-0.525364283
20;alter_61bis70;1;0;0
20;alter_61bis70;2;1;0.1165179393
20;alter_61bis70;3;2;0.3752683066
20;alter_61bis70;4;3;-0.132520326
20;alter_61bis70;5;4;0.8989506252
20;alter_61bis70;6;5;-10.47672845
20;alter_61bis70;7;6;-0.62678653
21;0;1;0;0
21;0;2;1;0
21;0;3;2;0
21;0;4;3;0
21;0;5;4;0
21;0;6;5;0
21;0;7;6;0
22;Raumtyp_mobitopp_conurbation;1;0;0
22;Raumtyp_mobitopp_conurbation;2;1;-0.08572635
22;Raumtyp_mobitopp_conurbation;3;2;-0.293615196
22;Raumtyp_mobitopp_conurbation;4;3;-0.516758574
22;Raumtyp_mobitopp_conurbation;5;4;-0.556739273
22;Raumtyp_mobitopp_conurbation;6;5;-0.284998634
22;Raumtyp_mobitopp_conurbation;7;6;-10.19979799
23;Raumtyp_mobitopp_rural;1;0;0
23;Raumtyp_mobitopp_rural;2;1;-0.273279653
23;Raumtyp_mobitopp_rural;3;2;-0.536925128
23;Raumtyp_mobitopp_rural;4;3;-0.561847859
23;Raumtyp_mobitopp_rural;5;4;-0.515425989
