Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;0;0
0;Grundnutzen;2;1;-0.844206149
0;Grundnutzen;3;2;-2.262980527
0;Grundnutzen;4;3;-4.129535622
0;Grundnutzen;5;4;-6.514032008
0;Grundnutzen;6;5;-7.775989479
0;Grundnutzen;7;6;-8.813317394
1;beruf_vollzeit;1;0;0
1;beruf_vollzeit;2;1;-0.479973364
1;beruf_vollzeit;3;2;-0.614379124
1;beruf_vollzeit;4;3;-0.841723495
1;beruf_vollzeit;5;4;-0.870637344
1;beruf_vollzeit;6;5;-1.122797331
1;beruf_vollzeit;7;6;-1.24885728
2;beruf_teilzeit;1;0;0
2;beruf_teilzeit;2;1;0.0550274199
2;beruf_teilzeit;3;2;0.1596686979
2;beruf_teilzeit;4;3;0.0528594517
2;beruf_teilzeit;5;4;0.3473428554
2;beruf_teilzeit;6;5;-0.146748373
2;beruf_teilzeit;7;6;-0.109640657
3;0;1;0;0
3;0;2;1;0
3;0;3;2;0
3;0;4;3;0
3;0;5;4;0
3;0;6;5;0
3;0;7;6;0
4;beruf_schueler;1;0;0
4;beruf_schueler;2;1;-0.238300064
4;beruf_schueler;3;2;-0.343644535
4;beruf_schueler;4;3;-0.447021074
4;beruf_schueler;5;4;-0.388826095
4;beruf_schueler;6;5;-9.974810979
4;beruf_schueler;7;6;-10.1869489
5;0;1;0;0
5;0;2;1;0
5;0;3;2;0
5;0;4;3;0
5;0;5;4;0
5;0;6;5;0
5;0;7;6;0
6;haupttour_work;1;0;0
6;haupttour_work;2;1;-1.611918227
6;haupttour_work;3;2;-2.313534116
6;haupttour_work;4;3;-2.751171767
6;haupttour_work;5;4;-2.955189966
6;haupttour_work;6;5;-3.595239684
6;haupttour_work;7;6;-1.30677617
7;haupttour_education;1;0;0
7;haupttour_education;2;1;-2.411697779
7;haupttour_education;3;2;-3.04948535
7;haupttour_education;4;3;-4.351595493
7;haupttour_education;5;4;-2.382341327
7;haupttour_education;6;5;-11.11705779
7;haupttour_education;7;6;-10.19699276
8;haupttour_shopping;1;0;0
8;haupttour_shopping;2;1;-0.948713601
8;haupttour_shopping;3;2;-1.531517099
8;haupttour_shopping;4;3;-1.943986312
8;haupttour_shopping;5;4;-1.900608246
