Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;0;0
0;Grundnutzen;2;1;0.5623466002
0;Grundnutzen;3;2;0.0810945583
0;Grundnutzen;4;3;-0.499387581
0;Grundnutzen;5;4;-2.517339375
0;Grundnutzen;6;5;-3.055529496
1;beruf_vollzeit;1;0;0
1;beruf_vollzeit;2;1;0.0308918395
1;beruf_vollzeit;3;2;-0.038067329
1;beruf_vollzeit;4;3;-0.233057067
1;beruf_vollzeit;5;4;-0.164394332
1;beruf_vollzeit;6;5;1.5087046243
2;beruf_teilzeit;1;0;0
2;beruf_teilzeit;2;1;0.0316052817
2;beruf_teilzeit;3;2;0.1711013482
2;beruf_teilzeit;4;3;0.288101084
2;beruf_teilzeit;5;4;0.3079274827
2;beruf_teilzeit;6;5;2.336957427
3;0;1;0;0
3;0;2;1;0
3;0;3;2;0
3;0;4;3;0
3;0;5;4;0
3;0;6;5;0
4;0;1;0;0
4;0;2;1;0
4;0;3;2;0
4;0;4;3;0
4;0;5;4;0
4;0;6;5;0
5;0;1;0;0
5;0;2;1;0
5;0;3;2;0
5;0;4;3;0
5;0;5;4;0
5;0;6;5;0
6;haupttour_work;1;0;0
6;haupttour_work;2;1;0.9383817322
6;haupttour_work;3;2;1.0292263417
6;haupttour_work;4;3;0.9708614375
6;haupttour_work;5;4;0.4573235598
6;haupttour_work;6;5;0.2929167987
7;haupttour_education;1;0;0
7;haupttour_education;2;1;1.5001476728
7;haupttour_education;3;2;1.6148946469
7;haupttour_education;4;3;1.2459304968
7;haupttour_education;5;4;1.6870441803
7;haupttour_education;6;5;1.6170532611
8;haupttour_shopping;1;0;0
8;haupttour_shopping;2;1;0.4198917216
8;haupttour_shopping;3;2;0.4232189881
8;haupttour_shopping;4;3;0.4600461171
8;haupttour_shopping;5;4;0.3314883268
8;haupttour_shopping;6;5;-0.381602657
9;0;1;0;0
9;0;2;1;0
9;0;3;2;0
9;0;4;3;0
9;0;5;4;0
9;0;6;5;0
10;tag_fr;1;0;0
10;tag_fr;2;1;0.2253508424
10;tag_fr;3;2;0.4969462822
10;tag_fr;4;3;0.5987913497
10;tag_fr;5;4;0.662402774
10;tag_fr;6;5;0.9871853541
11;tag_sa;1;0;0
11;tag_sa;2;1;-0.265126867
11;tag_sa;3;2;-0.573686726
11;tag_sa;4;3;-1.395717903
11;tag_sa;5;4;-0.870522051
11;tag_sa;6;5;-0.356910671
12;tag_so;1;0;0
12;tag_so;2;1;-0.674211734
12;tag_so;3;2;-1.444220291
12;tag_so;4;3;-2.703868669
12;tag_so;5;4;-3.010589033
12;tag_so;6;5;-10.327778
13;0;1;0;0
13;0;2;1;0
13;0;3;2;0
13;0;4;3;0
13;0;5;4;0
13;0;6;5;0
14;0;1;0;0
14;0;2;1;0
14;0;3;2;0
14;0;4;3;0
14;0;5;4;0
14;0;6;5;0
15;0;1;0;0
15;0;2;1;0
15;0;3;2;0
15;0;4;3;0
15;0;5;4;0
15;0;6;5;0
16;0;1;0;0
16;0;2;1;0
16;0;3;2;0
16;0;4;3;0
16;0;5;4;0
16;0;6;5;0
17;alter_26bis35;1;0;0
17;alter_26bis35;2;1;0.0501452941
17;alter_26bis35;3;2;0.2076076195
17;alter_26bis35;4;3;-0.028759627
17;alter_26bis35;5;4;0.0221814825
17;alter_26bis35;6;5;-1.014069492
18;alter_36bis50;1;0;0
18;alter_36bis50;2;1;0.0807342755
18;alter_36bis50;3;2;0.3857739412
18;alter_36bis50;4;3;0.2547531367
18;alter_36bis50;5;4;0.7488753474
18;alter_36bis50;6;5;-1.191007139
19;alter_51bis60;1;0;0
19;alter_51bis60;2;1;0.0223564101
19;alter_51bis60;3;2;0.2123988325
19;alter_51bis60;4;3;-0.144220993
19;alter_51bis60;5;4;0.286816422
19;alter_51bis60;6;5;-0.992917502
20;alter_61bis70;1;0;0
20;alter_61bis70;2;1;0.0307241883
20;alter_61bis70;3;2;0.1781532452
20;alter_61bis70;4;3;-0.514433677
20;alter_61bis70;5;4;0.4185724985
20;alter_61bis70;6;5;-1.785692817
21;0;1;0;0
21;0;2;1;0
21;0;3;2;0
21;0;4;3;0
21;0;5;4;0
21;0;6;5;0
22;Raumtyp_mobitopp_conurbation;1;0;0
22;Raumtyp_mobitopp_conurbation;2;1;-0.010925883
22;Raumtyp_mobitopp_conurbation;3;2;-0.126744525
22;Raumtyp_mobitopp_conurbation;4;3;-0.271395282
22;Raumtyp_mobitopp_conurbation;5;4;-0.216976063
22;Raumtyp_mobitopp_conurbation;6;5;-0.365816854
23;Raumtyp_mobitopp_rural;1;0;0
23;Raumtyp_mobitopp_rural;2;1;-0.109364954
23;Raumtyp_mobitopp_rural;3;2;-0.270775529
23;Raumtyp_mobitopp_rural;4;3;-0.265762102
23;Raumtyp_mobitopp_rural;5;4;-0.188950834
23;Raumtyp_mobitopp_rural;6;5;0.842377684
24;0;1;0;0
24;0;2;1;0
24;0;3;2;0
24;0;4;3;0
24;0;5;4;0
24;0;6;5;0
25;PKWHH;1;0;0
25;PKWHH;2;1;0.0130759107
25;PKWHH;3;2;0.0814132327
25;PKWHH;4;3;0.0662910237
25;PKWHH;5;4;0.1066219556
25;PKWHH;6;5;-0.354728953
26;anztourenvorhaupttour;1;0;0
26;anztourenvorhaupttour;2;1;-1.014582723
26;anztourenvorhaupttour;3;2;-1.54145838
26;anztourenvorhaupttour;4;3;-1.737229502
26;anztourenvorhaupttour;5;4;-1.702382559
26;anztourenvorhaupttour;6;5;-1.599200055
27;pendeln_ueber50km;1;0;0
27;pendeln_ueber50km;2;1;-0.067624525
27;pendeln_ueber50km;3;2;-0.084074377
27;pendeln_ueber50km;4;3;-0.268361467
27;pendeln_ueber50km;5;4;0.955197639
27;pendeln_ueber50km;6;5;1.1445889397
28;pendeln_0bis5km;1;0;0
28;pendeln_0bis5km;2;1;0.0790138723
28;pendeln_0bis5km;3;2;0.1682641312
28;pendeln_0bis5km;4;3;0.2068697126
28;pendeln_0bis5km;5;4;0.456206993
28;pendeln_0bis5km;6;5;0.2986921813
29;0;1;0;0
29;0;2;1;0
29;0;3;2;0
29;0;4;3;0
29;0;5;4;0
29;0;6;5;0
30;mean_1tour;1;0;0
30;mean_1tour;2;1;-3.009545095
30;mean_1tour;3;2;-5.968813694
30;mean_1tour;4;3;-10.25176571
30;mean_1tour;5;4;-16.91784571
30;mean_1tour;6;5;-15.90001829
31;mean_2touren;1;0;0
31;mean_2touren;2;1;-1.333545629
31;mean_2touren;3;2;-2.570451613
31;mean_2touren;4;3;-3.772811551
31;mean_2touren;5;4;-4.78461009
31;mean_2touren;6;5;-5.346190767
32;0;1;0;0
32;0;2;1;0
32;0;3;2;0
32;0;4;3;0
32;0;5;4;0
32;0;6;5;0
33;tagvorher_0nachtouren;1;0;0
33;tagvorher_0nachtouren;2;1;-0.175024953
33;tagvorher_0nachtouren;3;2;-0.378011414
33;tagvorher_0nachtouren;4;3;-0.572260483
33;tagvorher_0nachtouren;5;4;-0.344287887
33;tagvorher_0nachtouren;6;5;-1.198480946
34;tagvorher_1nachtour;1;0;0
34;tagvorher_1nachtour;2;1;-0.034397933
34;tagvorher_1nachtour;3;2;-0.155439604
34;tagvorher_1nachtour;4;3;-0.325719659
34;tagvorher_1nachtour;5;4;-0.525096289
34;tagvorher_1nachtour;6;5;-0.97162848
35;0;2;1;0
35;0;3;2;0
35;0;4;3;0
35;0;5;4;0
35;0;6;5;0
36;0;2;1;0
36;0;3;2;0
36;0;4;3;0
36;0;5;4;0
36;0;6;5;0
37;0;2;1;0
37;0;3;2;0
37;0;4;3;0
37;0;5;4;0
37;0;6;5;0
38;0;2;1;0
38;0;3;2;0
38;0;4;3;0
38;0;5;4;0
38;0;6;5;0
39;0;2;1;0
39;0;3;2;0
39;0;4;3;0
39;0;5;4;0
39;0;6;5;0
40;0;2;1;0
40;0;3;2;0
40;0;4;3;0
40;0;5;4;0
40;0;6;5;0
41;0;2;1;0
41;0;3;2;0
41;0;4;3;0
41;0;5;4;0
41;0;6;5;0
42;0;2;1;0
42;0;3;2;0
42;0;4;3;0
42;0;5;4;0
