Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;0
0;Grundnutzen;2;2;3.0154186972
0;Grundnutzen;3;3;4.0597893438
0;Grundnutzen;4;4;4.8477846474
0;Grundnutzen;5;5;4.2141394038
0;Grundnutzen;6;6;2.9068371199
0;Grundnutzen;7;7;2.0764698113
0;Grundnutzen;8;8;1.4566770451
0;Grundnutzen;9;9;1.5683622283
0;Grundnutzen;10;10;1.4272439248
0;Grundnutzen;11;11;1.6252422406
0;Grundnutzen;12;12;1.2604148126
0;Grundnutzen;13;13;0.0096855206
0;Grundnutzen;14;14;0.3464845776
0;Grundnutzen;15;15;1.5323064386
1;0;1;1;0
1;0;2;2;0
1;0;3;3;0
1;0;4;4;0
1;0;5;5;0
1;0;6;6;0
1;0;7;7;0
1;0;8;8;0
1;0;9;9;0
1;0;10;10;0
1;0;11;11;0
1;0;12;12;0
1;0;13;13;0
1;0;14;14;0
1;0;15;15;0
2;0;1;1;0
2;0;2;2;0
2;0;3;3;0
2;0;4;4;0
2;0;5;5;0
2;0;6;6;0
2;0;7;7;0
2;0;8;8;0
2;0;9;9;0
2;0;10;10;0
2;0;11;11;0
2;0;12;12;0
2;0;13;13;0
2;0;14;14;0
2;0;15;15;0
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
3;0;5;5;0
3;0;6;6;0
3;0;7;7;0
3;0;8;8;0
3;0;9;9;0
3;0;10;10;0
3;0;11;11;0
3;0;12;12;0
3;0;13;13;0
3;0;14;14;0
3;0;15;15;0
4;mittl_zeit_akt_60bis119min;1;1;0
4;mittl_zeit_akt_60bis119min;2;2;0.1538397024
4;mittl_zeit_akt_60bis119min;3;3;0.4408020755
4;mittl_zeit_akt_60bis119min;4;4;1.4896173633
4;mittl_zeit_akt_60bis119min;5;5;2.0862306003
4;mittl_zeit_akt_60bis119min;6;6;2.4058707469
4;mittl_zeit_akt_60bis119min;7;7;2.2794089698
4;mittl_zeit_akt_60bis119min;8;8;1.7029061495
4;mittl_zeit_akt_60bis119min;9;9;0.9719931138
4;mittl_zeit_akt_60bis119min;10;10;-0.120457831
4;mittl_zeit_akt_60bis119min;11;11;-1.650317665
4;mittl_zeit_akt_60bis119min;12;12;-2.357986528
4;mittl_zeit_akt_60bis119min;13;13;-2.207625367
4;mittl_zeit_akt_60bis119min;14;14;-1.51312027
4;mittl_zeit_akt_60bis119min;15;15;-1.267303475
5;mittl_zeit_akt_120bis179min;1;1;0
5;mittl_zeit_akt_120bis179min;2;2;-0.033170134
5;mittl_zeit_akt_120bis179min;3;3;0.2106376299
5;mittl_zeit_akt_120bis179min;4;4;1.3120256477
5;mittl_zeit_akt_120bis179min;5;5;2.6379920901
5;mittl_zeit_akt_120bis179min;6;6;3.1925005309
5;mittl_zeit_akt_120bis179min;7;7;3.3569961003
5;mittl_zeit_akt_120bis179min;8;8;2.8285668263
5;mittl_zeit_akt_120bis179min;9;9;1.8734590386
5;mittl_zeit_akt_120bis179min;10;10;0.8154984599
5;mittl_zeit_akt_120bis179min;11;11;-0.628733762
5;mittl_zeit_akt_120bis179min;12;12;-1.518658778
5;mittl_zeit_akt_120bis179min;13;13;-1.152266679
5;mittl_zeit_akt_120bis179min;14;14;-1.758115094
5;mittl_zeit_akt_120bis179min;15;15;-0.682033273
6;mittl_zeit_akt_180bis239min;1;1;0
6;mittl_zeit_akt_180bis239min;2;2;-0.238450085
6;mittl_zeit_akt_180bis239min;3;3;-0.208973499
6;mittl_zeit_akt_180bis239min;4;4;0.9910747491
6;mittl_zeit_akt_180bis239min;5;5;2.2280234599
6;mittl_zeit_akt_180bis239min;6;6;3.5987486581
6;mittl_zeit_akt_180bis239min;7;7;3.770723458
6;mittl_zeit_akt_180bis239min;8;8;3.3117084239
6;mittl_zeit_akt_180bis239min;9;9;2.390238732
6;mittl_zeit_akt_180bis239min;10;10;1.3007442283
6;mittl_zeit_akt_180bis239min;11;11;-0.313923598
6;mittl_zeit_akt_180bis239min;12;12;-0.831581187
6;mittl_zeit_akt_180bis239min;13;13;-1.228397425
6;mittl_zeit_akt_180bis239min;14;14;-0.918201924
6;mittl_zeit_akt_180bis239min;15;15;-0.275463536
7;mittl_zeit_akt_240bis299min;1;1;0
7;mittl_zeit_akt_240bis299min;2;2;0.2636029158
7;mittl_zeit_akt_240bis299min;3;3;-0.033780007
7;mittl_zeit_akt_240bis299min;4;4;1.0298570105
7;mittl_zeit_akt_240bis299min;5;5;2.2059451051
7;mittl_zeit_akt_240bis299min;6;6;3.3046297455
7;mittl_zeit_akt_240bis299min;7;7;4.7267130975
7;mittl_zeit_akt_240bis299min;8;8;3.9355681721
7;mittl_zeit_akt_240bis299min;9;9;2.8873077007
7;mittl_zeit_akt_240bis299min;10;10;1.8600596702
7;mittl_zeit_akt_240bis299min;11;11;0.627678787
7;mittl_zeit_akt_240bis299min;12;12;-0.149956933
7;mittl_zeit_akt_240bis299min;13;13;-0.600223431
7;mittl_zeit_akt_240bis299min;14;14;-0.373983678
7;mittl_zeit_akt_240bis299min;15;15;0.2309134809
8;mittl_zeit_akt_300bis359min;1;1;0
8;mittl_zeit_akt_300bis359min;2;2;-0.727392709
8;mittl_zeit_akt_300bis359min;3;3;-0.621439674
8;mittl_zeit_akt_300bis359min;4;4;0.1491770299
8;mittl_zeit_akt_300bis359min;5;5;1.3224396806
8;mittl_zeit_akt_300bis359min;6;6;2.311625866
8;mittl_zeit_akt_300bis359min;7;7;3.3950071493
8;mittl_zeit_akt_300bis359min;8;8;3.9977756912
8;mittl_zeit_akt_300bis359min;9;9;2.7723334533
8;mittl_zeit_akt_300bis359min;10;10;1.6486255089
8;mittl_zeit_akt_300bis359min;11;11;0.0677982387
8;mittl_zeit_akt_300bis359min;12;12;-0.583396775
8;mittl_zeit_akt_300bis359min;13;13;-0.258067173
8;mittl_zeit_akt_300bis359min;14;14;-0.103275005
8;mittl_zeit_akt_300bis359min;15;15;-0.437525696
9;mittl_zeit_akt_360bis419min;1;1;0
9;mittl_zeit_akt_360bis419min;2;2;-0.104983564
9;mittl_zeit_akt_360bis419min;3;3;-0.129697827
9;mittl_zeit_akt_360bis419min;4;4;0.1657892389
9;mittl_zeit_akt_360bis419min;5;5;1.1021596076
9;mittl_zeit_akt_360bis419min;6;6;2.0076938599
9;mittl_zeit_akt_360bis419min;7;7;2.9148737701
9;mittl_zeit_akt_360bis419min;8;8;3.3708093313
9;mittl_zeit_akt_360bis419min;9;9;3.5273547699
9;mittl_zeit_akt_360bis419min;10;10;2.3080266857
9;mittl_zeit_akt_360bis419min;11;11;0.492817756
9;mittl_zeit_akt_360bis419min;12;12;-0.253850432
9;mittl_zeit_akt_360bis419min;13;13;-0.131164747
9;mittl_zeit_akt_360bis419min;14;14;0.3409809179
9;mittl_zeit_akt_360bis419min;15;15;0.5161243598
10;mittl_zeit_akt_420bis479min;1;1;0
10;mittl_zeit_akt_420bis479min;2;2;-0.043543088
10;mittl_zeit_akt_420bis479min;3;3;-0.264868309
10;mittl_zeit_akt_420bis479min;4;4;0.6017112212
10;mittl_zeit_akt_420bis479min;5;5;0.7571262762
10;mittl_zeit_akt_420bis479min;6;6;1.7381566939
10;mittl_zeit_akt_420bis479min;7;7;2.630160499
10;mittl_zeit_akt_420bis479min;8;8;2.6747109515
10;mittl_zeit_akt_420bis479min;9;9;2.8584989158
10;mittl_zeit_akt_420bis479min;10;10;3.0457545736
10;mittl_zeit_akt_420bis479min;11;11;1.5239499452
10;mittl_zeit_akt_420bis479min;12;12;0.739638362
10;mittl_zeit_akt_420bis479min;13;13;0.5487512602
10;mittl_zeit_akt_420bis479min;14;14;0.3113216219
10;mittl_zeit_akt_420bis479min;15;15;0.594781819
11;0;1;1;0
11;0;2;2;0
11;0;3;3;0
11;0;4;4;0
11;0;5;5;0
11;0;6;6;0
11;0;7;7;0
11;0;8;8;0
11;0;9;9;0
11;0;10;10;0
11;0;11;11;0
11;0;12;12;0
11;0;13;13;0
11;0;14;14;0
11;0;15;15;0
12;tag_fr;1;1;0
12;tag_fr;2;2;0.0584604218
12;tag_fr;3;3;0.1331098626
12;tag_fr;4;4;0.0999067949
12;tag_fr;5;5;0.1595206782
12;tag_fr;6;6;0.2449744799
12;tag_fr;7;7;0.2772989396
12;tag_fr;8;8;0.3018103816
12;tag_fr;9;9;0.1837630536
12;tag_fr;10;10;-0.210426177
12;tag_fr;11;11;-0.848405022
12;tag_fr;12;12;-1.39362248
12;tag_fr;13;13;-1.408510997
12;tag_fr;14;14;-1.387724913
12;tag_fr;15;15;-0.816488123
13;tag_sa;1;1;0
13;tag_sa;2;2;-0.096356772
13;tag_sa;3;3;-0.189485015
13;tag_sa;4;4;-0.12357224
13;tag_sa;5;5;0.177526695
13;tag_sa;6;6;0.4051205499
13;tag_sa;7;7;0.5517059455
13;tag_sa;8;8;0.4776405578
13;tag_sa;9;9;0.8684524785
13;tag_sa;10;10;0.644573236
13;tag_sa;11;11;0.1711989558
13;tag_sa;12;12;-0.527130225
13;tag_sa;13;13;-0.242259441
13;tag_sa;14;14;0.3061489218
13;tag_sa;15;15;0.6791665958
14;tag_so;1;1;0
14;tag_so;2;2;-0.853669596
14;tag_so;3;3;-0.962483771
14;tag_so;4;4;-0.549628098
14;tag_so;5;5;-0.365146725
14;tag_so;6;6;-0.316799037
14;tag_so;7;7;-0.507690925
14;tag_so;8;8;-0.538084485
14;tag_so;9;9;-0.502372357
14;tag_so;10;10;-0.70505624
14;tag_so;11;11;-1.128026086
14;tag_so;12;12;-1.869814506
14;tag_so;13;13;-2.050348984
14;tag_so;14;14;-1.662844842
14;tag_so;15;15;-0.865292335
15;anzaktwieanztagemitzweck;1;1;0
15;anzaktwieanztagemitzweck;2;2;0.6161595892
15;anzaktwieanztagemitzweck;3;3;1.107099806
15;anzaktwieanztagemitzweck;4;4;1.4075748492
15;anzaktwieanztagemitzweck;5;5;1.7651780073
15;anzaktwieanztagemitzweck;6;6;1.9946076752
15;anzaktwieanztagemitzweck;7;7;2.1491350972
15;anzaktwieanztagemitzweck;8;8;2.2723231555
15;anzaktwieanztagemitzweck;9;9;2.5775846379
15;anzaktwieanztagemitzweck;10;10;2.7463198228
15;anzaktwieanztagemitzweck;11;11;2.8928142323
15;anzaktwieanztagemitzweck;12;12;2.7290851079
15;anzaktwieanztagemitzweck;13;13;2.478548034
15;anzaktwieanztagemitzweck;14;14;2.4455632857
15;anzaktwieanztagemitzweck;15;15;2.7734871599
16;aktzweck_work;1;1;0
16;aktzweck_work;2;2;-0.03870992
16;aktzweck_work;3;3;-0.321994527
16;aktzweck_work;4;4;0.1037892146
16;aktzweck_work;5;5;0.8417809075
16;aktzweck_work;6;6;1.7978267611
16;aktzweck_work;7;7;2.630137822
16;aktzweck_work;8;8;3.1624141128
16;aktzweck_work;9;9;3.3457640064
16;aktzweck_work;10;10;3.3926036092
16;aktzweck_work;11;11;4.1219449228
16;aktzweck_work;12;12;3.92347125
16;aktzweck_work;13;13;3.7669470891
16;aktzweck_work;14;14;3.7982471622
16;aktzweck_work;15;15;2.9211311862
17;aktzweck_education;1;1;0
17;aktzweck_education;2;2;0.8807046495
17;aktzweck_education;3;3;0.3091725899
17;aktzweck_education;4;4;1.9183359162
17;aktzweck_education;5;5;2.4195117708
17;aktzweck_education;6;6;3.5606560813
17;aktzweck_education;7;7;4.2905017706
17;aktzweck_education;8;8;5.5052311494
17;aktzweck_education;9;9;5.0196832607
17;aktzweck_education;10;10;5.3901881042
17;aktzweck_education;11;11;5.1443657068
17;aktzweck_education;12;12;4.5580856348
17;aktzweck_education;13;13;4.2431981611
17;aktzweck_education;14;14;4.9287569012
17;aktzweck_education;15;15;3.4657352308
18;aktzweck_shopping;1;1;0
18;aktzweck_shopping;2;2;-0.090227995
18;aktzweck_shopping;3;3;-0.712584951
18;aktzweck_shopping;4;4;-1.256589743
18;aktzweck_shopping;5;5;-1.67692906
18;aktzweck_shopping;6;6;-1.912768603
18;aktzweck_shopping;7;7;-2.013697865
18;aktzweck_shopping;8;8;-2.101264536
18;aktzweck_shopping;9;9;-2.83373324
18;aktzweck_shopping;10;10;-3.301504705
18;aktzweck_shopping;11;11;-3.593085084
18;aktzweck_shopping;12;12;-4.840879156
18;aktzweck_shopping;13;13;-5.519070048
18;aktzweck_shopping;14;14;-3.707877609
18;aktzweck_shopping;15;15;-3.866286484
19;aktzweck_transport;1;1;0
19;aktzweck_transport;2;2;-1.11230118
19;aktzweck_transport;3;3;-2.107229886
19;aktzweck_transport;4;4;-2.126351146
19;aktzweck_transport;5;5;-1.940062385
19;aktzweck_transport;6;6;-1.679760799
19;aktzweck_transport;7;7;-1.733251701
19;aktzweck_transport;8;8;-1.595677429
19;aktzweck_transport;9;9;-1.630929184
19;aktzweck_transport;10;10;-2.026830532
19;aktzweck_transport;11;11;-1.991359478
19;aktzweck_transport;12;12;-2.492038045
19;aktzweck_transport;13;13;-2.028572457
19;aktzweck_transport;14;14;-1.107077322
19;aktzweck_transport;15;15;-0.451487602
20;0;1;1;0
20;0;2;2;0
20;0;3;3;0
20;0;4;4;0
20;0;5;5;0
20;0;6;6;0
20;0;7;7;0
20;0;8;8;0
20;0;9;9;0
20;0;10;10;0
20;0;11;11;0
20;0;12;12;0
20;0;13;13;0
20;0;14;14;0
20;0;15;15;0
21;wochenzbudget_zweck_kat1;1;1;0
21;wochenzbudget_zweck_kat1;2;2;-1.703680852
21;wochenzbudget_zweck_kat1;3;3;-2.048275421
21;wochenzbudget_zweck_kat1;4;4;-3.078313924
21;wochenzbudget_zweck_kat1;5;5;-3.857992095
21;wochenzbudget_zweck_kat1;6;6;-5.794221246
21;wochenzbudget_zweck_kat1;7;7;-6.729144819
21;wochenzbudget_zweck_kat1;8;8;-18.4692732
21;wochenzbudget_zweck_kat1;9;9;-20.23404231
21;wochenzbudget_zweck_kat1;10;10;-20.57811838
21;wochenzbudget_zweck_kat1;11;11;-21.62349087
21;wochenzbudget_zweck_kat1;12;12;-21.23243933
21;wochenzbudget_zweck_kat1;13;13;-20.78948044
21;wochenzbudget_zweck_kat1;14;14;-21.29416731
21;wochenzbudget_zweck_kat1;15;15;-24.37842058
22;wochenzbudget_zweck_kat2;1;1;0
22;wochenzbudget_zweck_kat2;2;2;-1.09349832
22;wochenzbudget_zweck_kat2;3;3;-1.074286325
22;wochenzbudget_zweck_kat2;4;4;-1.530383572
22;wochenzbudget_zweck_kat2;5;5;-2.275245348
22;wochenzbudget_zweck_kat2;6;6;-2.686005644
22;wochenzbudget_zweck_kat2;7;7;-3.808897003
22;wochenzbudget_zweck_kat2;8;8;-4.553506723
22;wochenzbudget_zweck_kat2;9;9;-5.191622851
22;wochenzbudget_zweck_kat2;10;10;-5.455780258
22;wochenzbudget_zweck_kat2;11;11;-6.507607516
22;wochenzbudget_zweck_kat2;12;12;-6.586293686
