Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;0
0;Grundnutzen;2;2;1.3104057921
0;Grundnutzen;3;3;2.4934859272
0;Grundnutzen;4;4;3.7136750168
0;Grundnutzen;5;5;3.1931968808
0;Grundnutzen;6;6;2.2061263081
0;Grundnutzen;7;7;1.1816421397
0;Grundnutzen;8;8;-0.025020606
0;Grundnutzen;9;9;0.1718226616
0;Grundnutzen;10;10;-0.061734184
0;Grundnutzen;11;11;1.1823142477
0;Grundnutzen;12;12;0.8486981583
0;Grundnutzen;13;13;-0.427448902
0;Grundnutzen;14;14;-0.524355696
0;Grundnutzen;15;15;1.1044664869
1;0;1;1;0
1;0;2;2;0
1;0;3;3;0
1;0;4;4;0
1;0;5;5;0
1;0;6;6;0
1;0;7;7;0
1;0;8;8;0
1;0;9;9;0
1;0;10;10;0
1;0;11;11;0
1;0;12;12;0
1;0;13;13;0
1;0;14;14;0
1;0;15;15;0
2;0;1;1;0
2;0;2;2;0
2;0;3;3;0
2;0;4;4;0
2;0;5;5;0
2;0;6;6;0
2;0;7;7;0
2;0;8;8;0
2;0;9;9;0
2;0;10;10;0
2;0;11;11;0
2;0;12;12;0
2;0;13;13;0
2;0;14;14;0
2;0;15;15;0
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
3;0;5;5;0
3;0;6;6;0
3;0;7;7;0
3;0;8;8;0
3;0;9;9;0
3;0;10;10;0
3;0;11;11;0
3;0;12;12;0
3;0;13;13;0
3;0;14;14;0
3;0;15;15;0
4;mittl_zeit_akt_60bis119min;1;1;0
4;mittl_zeit_akt_60bis119min;2;2;0.2033938114
4;mittl_zeit_akt_60bis119min;3;3;0.4893414175
4;mittl_zeit_akt_60bis119min;4;4;1.4410037185
4;mittl_zeit_akt_60bis119min;5;5;1.8787738635
4;mittl_zeit_akt_60bis119min;6;6;2.2144282991
4;mittl_zeit_akt_60bis119min;7;7;2.2565053518
4;mittl_zeit_akt_60bis119min;8;8;1.7663275974
4;mittl_zeit_akt_60bis119min;9;9;1.1109967075
4;mittl_zeit_akt_60bis119min;10;10;0.068625166
4;mittl_zeit_akt_60bis119min;11;11;-1.526547857
4;mittl_zeit_akt_60bis119min;12;12;-2.209455896
4;mittl_zeit_akt_60bis119min;13;13;-1.433247224
4;mittl_zeit_akt_60bis119min;14;14;-1.235238215
4;mittl_zeit_akt_60bis119min;15;15;-0.613613284
5;mittl_zeit_akt_120bis179min;1;1;0
5;mittl_zeit_akt_120bis179min;2;2;0.2432921032
5;mittl_zeit_akt_120bis179min;3;3;0.3613099613
5;mittl_zeit_akt_120bis179min;4;4;1.2842952116
5;mittl_zeit_akt_120bis179min;5;5;2.3497905817
5;mittl_zeit_akt_120bis179min;6;6;2.8250032356
5;mittl_zeit_akt_120bis179min;7;7;3.097945965
5;mittl_zeit_akt_120bis179min;8;8;2.7288033979
5;mittl_zeit_akt_120bis179min;9;9;1.8114117617
5;mittl_zeit_akt_120bis179min;10;10;0.7933851046
5;mittl_zeit_akt_120bis179min;11;11;-0.621022887
5;mittl_zeit_akt_120bis179min;12;12;-1.426189479
5;mittl_zeit_akt_120bis179min;13;13;-0.984697886
5;mittl_zeit_akt_120bis179min;14;14;-1.447375
5;mittl_zeit_akt_120bis179min;15;15;-0.128521891
6;mittl_zeit_akt_180bis239min;1;1;0
6;mittl_zeit_akt_180bis239min;2;2;0.1655445457
6;mittl_zeit_akt_180bis239min;3;3;0.1528240621
6;mittl_zeit_akt_180bis239min;4;4;1.1316575054
6;mittl_zeit_akt_180bis239min;5;5;2.0924592352
6;mittl_zeit_akt_180bis239min;6;6;3.2981281271
6;mittl_zeit_akt_180bis239min;7;7;3.5650390507
6;mittl_zeit_akt_180bis239min;8;8;3.2759099987
6;mittl_zeit_akt_180bis239min;9;9;2.3751709464
6;mittl_zeit_akt_180bis239min;10;10;1.3539670156
6;mittl_zeit_akt_180bis239min;11;11;-0.264004623
6;mittl_zeit_akt_180bis239min;12;12;-0.769994157
6;mittl_zeit_akt_180bis239min;13;13;-1.140292374
6;mittl_zeit_akt_180bis239min;14;14;-0.338624718
6;mittl_zeit_akt_180bis239min;15;15;0.1634252493
7;mittl_zeit_akt_240bis299min;1;1;0
7;mittl_zeit_akt_240bis299min;2;2;0.7400904902
7;mittl_zeit_akt_240bis299min;3;3;0.3716723379
7;mittl_zeit_akt_240bis299min;4;4;1.2214556589
7;mittl_zeit_akt_240bis299min;5;5;2.1439430954
7;mittl_zeit_akt_240bis299min;6;6;3.175066666
