Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;-3.313029213
0;Grundnutzen;2;2;-1.471535034
0;Grundnutzen;3;3;0
0;Grundnutzen;4;4;0.4590079524
1;eakt_prowoche_1bis3;1;1;6.4128672099
1;eakt_prowoche_1bis3;2;2;3.6936238227
1;eakt_prowoche_1bis3;3;3;0
1;eakt_prowoche_1bis3;4;4;-2.693686674
2;0;1;1;0
2;0;2;2;0
2;0;3;3;0
2;0;4;4;0
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
5;0;1;1;0
5;0;2;2;0
5;0;3;3;0
5;0;4;4;0
6;zeitbudget_work_ueber_kat2;1;1;-0.144181359
6;zeitbudget_work_ueber_kat2;2;2;0.6050013616
6;zeitbudget_work_ueber_kat2;3;3;0
6;zeitbudget_work_ueber_kat2;4;4;-1.60966298
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
8;0;1;1;0
8;0;2;2;0
8;0;3;3;0
8;0;4;4;0
9;alter_10bis17;1;1;-2.923039205
9;alter_10bis17;2;2;-1.87401673
9;alter_10bis17;3;3;0
9;alter_10bis17;4;4;-0.221783942
10;0;1;1;0
10;0;2;2;0
10;0;3;3;0
10;0;4;4;0
11;0;1;1;0
11;0;2;2;0
11;0;3;3;0
11;0;4;4;0
12;0;1;1;0
12;0;2;2;0
12;0;3;3;0
12;0;4;4;0
13;beruf_schueler;1;1;-1.448606865
13;beruf_schueler;2;2;-0.311732069
13;beruf_schueler;3;3;0
13;beruf_schueler;4;4;-0.162159694
14;beruf_azubi;1;1;-2.773136329
14;beruf_azubi;2;2;-0.025403165
14;beruf_azubi;3;3;0
14;beruf_azubi;4;4;1.9847003884
15;0;1;1;0
15;0;2;2;0
15;0;3;3;0
15;0;4;4;0
16;0;1;1;0
16;0;2;2;0
16;0;3;3;0
16;0;4;4;0
17;tagemit_eakt_3;1;1;-3.925128559
17;tagemit_eakt_3;2;2;-0.739475117
17;tagemit_eakt_3;3;3;0
17;tagemit_eakt_3;4;4;-4.328447243
18;tagemit_eakt_4;1;1;-11.90724784
18;tagemit_eakt_4;2;2;0.3408764652
18;tagemit_eakt_4;3;3;0
18;tagemit_eakt_4;4;4;-2.331838588
19;0;1;1;0
19;0;2;2;0
19;0;4;4;0
20;0;1;1;0
20;0;2;2;0
20;0;4;4;0
